,date,title,description,url
0,2022-01-01 08:51:01,"DCRE, 배후·고정수요 풍부한 상업시설 '스타오씨엘 에비뉴Ⅰ' 공급","최근 투자 안정성을 따지는 수요자들이 늘고 있는 가운데 배후수요가 풍부한 상가에 대한 관심도 커지고 있다. 대규모의 주거단지나 업무시설을 갖춘 상가는 주변에서 빠르게 갖춰지는 인프라시설에 따라 늘어난 유동인구를 직간접수요로 습수할 수 있기 때문이다. 풍부한 배후수요를 품은 상가는 대체로 단기간 완판(완전 판매)되고 있다. 1일 상가업계에 따르면, 지난 4월 서울 동대문구 용두동 일원에서 공급된 '힐스 에비뉴 장안 센트럴' 상업시설은 분양 시작 2일 만에 85호실 모두 주인을 찾았다. 이 상가는 인근 장안동의 상권과 연계되는 상가로 주변에 주택가가 몰려 있어 유동인구와 고정수요가 탄탄하다는 평가를 받았다.또 코로나19의 장기화에도 배후수요가 많은 상가는 안정적인 수익률을 보이고 있다. 한국부동산원의 부동산 통계를 보면 지하철 1호선 부평역의 지난해 소규모 상가의 투자 수익률은 6.51%로 동기간 인천 평균(3.75%)을 웃돌았다. 부평역 일대는 역을 중심으로 탄탄한 배후수요를 갖추고 있다.한 분양업계 관계자는 ""상가 시장에서 풍부한 배후수요는 투자의 정석이라 불릴 만큼 중요한 요소로 안정적으로 수익률을 이어갈 수 있다""며 ""폭 넓은 수요층을 기반으로 상권 활성화가 빠르게 형성되면서 지역 내 랜드마크로 떠오를 가능성도 크다""고 말했다.  스타오씨엘 에비뉴Ⅰ 투시도 [사진 = DCRE] 이런 가운데 DCRE는 '스타오씨엘 에비뉴Ⅰ'을 공급할 예정이다. 인천 미추홀구 시티오씨엘 업무 1블록 시티오씨엘 3단지 상업시설인 이 단지는 지하 2층~지상 3층, 전용 약 1만7282㎡ 총 338실 규모로 조성된다.사업지 주변의 시티오씨엘 3단지 아파트 977가구와 오피스텔 902실 총 1879가구를 고정수요로 확보할 수 있고 미니신도시급으로 개발되는 시티오씨엘 1만3000여가구도 배후수요로 갖출 수 있다. 인접한 수인분당선 학익역(예정)까지 개통하면 유동인구도 더욱 늘어날 전망이다. 아울러 인천뮤지엄파크와 미추홀경찰서, 인하대학교, 인천 SK스카이뷰, 힐스테이트 학익 등 인근 대학교와 관공서·문화시설·아파트 단지도 인근에 위치해 있다.제2경인고속도로 능해IC와 수도권 제2순환고속도로(인천~김포간), 인천대교, 경인고속도로와 연결되는 인천대로, 제3경인고속도로와 연결되는 아암대로 등 광역도로망도 가깝다. 분양홍보관은 인천시 미추홀구 경인방송 인근에 있다.[김태진 매경비즈 연구원]",https://n.news.naver.com/mnews/article/009/0004902767?sid=101
1,2022-01-01 09:01:06,"호반건설, 오산세교지구서 '호반써밋 그랜빌 2차' 분양…호반 브랜드타운 프리미엄 주목","- 브랜드타운, 지역의 랜드마크로 자리매김- 지역 내 인지도 높아 시세 선도- 호반건설, ‘호반써밋 그랜빌 2차’ 분양 예정 호반건설, `호반써밋 그랜빌 2차` 투시도한차례 흥행을 기록한 지역에 연이어 나오는 시리즈 아파트의 후속 분양 단지가 인기를 끌고 있다. 정부의 고강도 주택시장 규제로 인해 불확실성이 높아지면서 이미 지역민들의 검증을 마친 브랜드 아파트의 후속 분양으로 눈길이 쏠리고 있다.실제로 앞서 분양한 단지가 흥행을 거둔 경우, 후속 분양 단지에 대한 수요자들의 관심이 그대로 이어진다. 전작 분양 때 입지와 교통, 생활 인프라 면에서 이미 수요자들의 검증을 받았기 때문이다.브랜드타운 형성에 대한 기대감도 인기에 한몫을 한다. 후속 분양으로 인해 브랜드타운이 조성되면 지역 내 인지도가 높은 랜드마크 아파트로 자리 잡을 확률이 높아 지역 시세를 선도할 수 있기 때문이다.업계 관계자에 따르면 “연이은 분양으로 브랜드타운이 조성되는 경우 일대 랜드마크 아파트로 자리 잡아 주택시장에서 꾸준한 인기를 얻고 있다”라며 “이렇다 보니 시리즈 아파트는 시세 하락은 없고 가격 상승률이 높게 나타나며 단지가 위치한 지역의 시세를 리딩 하는 경우가 많다”라고 말했다.이러한 가운데 경기도 오산세교2지구 A1블록에서 ‘호반써밋 그랜빌 2차’를 분양할 예정이다. 올 봄 호반그룹 건설 계열이 오산세교1지구 Cd-1블록과 오산세교 2지구 A2블록에 공급한 ‘호반써밋 라테라스’, ‘호반써밋 그랜빌’도 전 주택형이 1순위 마감되며 완판된 바 있어 수요자들의 관심이 집중될 것으로 보인다. ‘호반써밋 그랜빌 2차’는 지하 2층~지상 25층, 14개동으로 전용면적 84㎡와 111㎡로 구성되어 있으며, 총 897가구다. 오산세교지구에 들어서는 네 번째 호반 브랜드 아파트로, 호반그룹 건설 계열은 세교에 총 3,000여 가구 대규모 공급을 완성한다. 타입별 가구수는 △84㎡A 366가구 △84㎡B 112가구 △84㎡C 97가구 △111㎡ 322가구다.‘호반써밋 그랜빌 2차’는 사통팔달의 교통망을 갖췄다. 지하철 1호선 오산대역 이용이 편리하며, 단지 인근에 서울 사당역과 강남역으로 이동할 수 있는 버스 정류장이 있다. 봉담동탄고속도로(북오산 IC)와 경부고속도로(오산 IC)를 통해 서울 및 수도권 전역으로 이동도 편리하다. 오산세교지구와 동탄2신도시를 직접 연결해 주는 필봉터널이 개통 예정에 있어 동탄2신도시의 접근성은 더욱 좋아질 전망이며, 오산 도심권과 이어지는 금오터널도 예정돼 있다.또한, 지난 9월 국토교통부로부터 ‘동탄도시철도’사업 기본 계획을 승인받아 오산~동탄 간 트램 건설이 예정이고, 오산-동탄-기흥을 연결하는 분당선 연장 사업도 ‘제4차 국가철도망 구축계획’에 포함돼 향후 교통망은 더 좋아질 것으로 보인다.오산 물향기 수목원, 고인돌공원 등 오산세교지구에는 다양한 공원이 있어 주거 환경이 쾌적하다. 단지 인근에 2개의 학교용지가 있고, 상업지구와 홈플러스 등 생활편의시설 이용도 편리하다.‘호반써밋 그랜빌 2차’는 남향 위주의 단지 배치와 판상형(일부 가구 제외) 설계를 적용했다. 지상에 차가 없는 단지로 차량과 보행자 동선을 분리해 쾌적성과 안정성을 확보했다. 단지 주출입구에는 어린이 통학 승하차 공간도 별도로 들어선다. 또한 입주민의 편리한 생활을 도와주는 홈 IoT 플랫폼도 제공된다. (단 IoT 가전제품 별도 구입, 서비스 이용 시 별도 이용료 발생) 커뮤니티 시설에는 피트니스센터, GX룸, 사우나, 스크린 골프, 실내 골프 연습장, 작은 도서관, 독서실, 씨어터룸 등이 조성돼 취미와 여가를 즐길 수 있다.‘호반써밋 그랜빌 2차’ 견본주택은 경기도 오산시 세교동 일원에 위치하며, 입주는 2024년 3월 예정이다.[최은화 매경비즈 연구원]",https://n.news.naver.com/mnews/article/009/0004902775?sid=101
2,2022-01-02 18:17:02,건설공사 표준시장단가 3.17% 올랐다,"올해 건설공사에 적용하는 인건비 등 표준시장단가가 평균 3.17% 인상됐다.   국토교통부는 올해 1월1일부터 적용할 건설공사 표준시장단가 및 표준품셈을 공고했다고 2일 밝혔다. 국토부는 공사비산정기준 관리기관인 한국건설기술연구원과 표준시장단가를 연 2회, 표준품셈을 연 1회 각각 개정해 발표한다.   표준시장단가는 실제로 시행한 공사의 공사비 중 공종별시공비용(재료비+노무비+경비)을 추출해 유사 공사의 공사비 산정에 활용한다. 토목 989개, 건축 417개, 설비 280개 등 총 1695개 공종에 대해 노임단가 및 생산자물가지수 변동률을 반영했다. 올해 표준시장단가는 직전 대비 3.17% 상승했다.   가격 현실화가 필요한 203개 공종은 건설현장에 대한 방문조사를 실시해 실제 시장가격을 반영했다. 건설공사 중 큰 비중을 차지하는 철근가공 및 조립 공종의 적용규격은 시설물 특성에 맞게 개선하는 등 시공실태를 반영해 정비했다.   표준품셈은 보편·일반화된 공종·공법에 활용되는 인원수, 재료량 등을 제시한 것으로 단위작업 당 원가를 곱해 공사비를 산정하는데 활용한다. 표준품셈은 전체 1371항목 중 368항목의 적정성을 검토했으며, 건설현장 안전확보, 건축물 화재안전 강화, 자재별 해체·보수, 장애인·노약자 편의시설물 등을 제·개정했다.   건설현장 안전확보를 위해 신호수의 인건비 계상 근거를 마련하고, 다양한 안전시설물(간이흙막이 등 8개항목)의 설치기준을 제시했다. 화장실 안전손잡이 등 장애인·노약자를 위한 편의시설물 설치 기준을 신설하는 등 생활안전 및 편의시설물에 대한 기준도 확대할 계획이다.",https://n.news.naver.com/mnews/article/014/0004765373?sid=101
3,2022-01-02 18:17:03,신통기획 재개발 후보지 '5일 공백' 노린 투기수요 몰렸다 [현장르포],"거래허가 공고 5일뒤 효력 '맹점'공덕·청파·마천 등 매물문의 급증'공고 후 즉시' 법안 통과 늦어져  서울시 신속통합기획 민간재개발 1차 후보지로 선정된 서울 마포구 공덕동 A구역은 노후주택들이 밀집해 차량통행이 어렵고 보행자 위험도 높은 실정이다. 사진=이승연 인턴기자 ""가장 저렴한 매물이 4억원짜리 빌라였는데 대기자만 10명이 넘습니다. 집주인에게 연락을 하면 팔지 않겠다며 매물을 다들 거둬들였어요."" (서울 마포구 공덕동 A공인중개사)   지난 1일 찾은 서울 마포구 공덕동 일대 공인중개업소에는 매물을 찾는 손님들로 붐볐다. 중개업소마다 3~4팀의 손님들이 대기 중이었다. 혼자 업무를 보는 중개업소는 방문객과 문의 전화를 응대하느라 진땀을 흘렸다.   한동안 잠잠하던 이 일대는 지난해 12월 28일 서울시의 신속통합기획(신통기획) 재개발 1차 후보지에 포함되자 토지거래허가구역 발효 전에 매물을 사려는 매수자들이 몰린 것이다.   ■후보지마다 매물 찾는 발길 북적   공덕동 A공인중개사 대표는 ""(신통기획) 후보지로 선정됐다는 기사가 나온 뒤 문의전화가 매일같이 이어졌다""며 ""토지거래허가구역에 따른 실거주를 피할 수 있는 기한이 1일까지였기 때문""이라고 전했다.   이 같은 분위기는 후보지로 선정된 다른 지역들도 마찬가지였다.   용산구 청파동의 C공인중개사는 ""청파2구역은 재개발 가능성이 1구역보다 낮았던 곳이라 지난해 8월에는 실투자금 2억원만 있으면 신축 2룸 빌라를 매입할 수 있었다""며 ""그러나, 후보지 발표 뒤 집주인들이 매물을 거둬들이며 대지지분 30㎡(9평)짜리 3룸 구축 빌라 호가가 13억원에서 발표 하루 만에 프리미엄 1억원이 더 올랐다""고 말했다.   강남에서 유일하게 후보지에 포함된 송파구 마천5구역도 재개발 매물을 구하려는 손님들로 북적였다. 마천5구역의 D공인중개소 대표는 ""발표 전날 나온 9억5000만원짜리 빌라 매물을 고객에게 소개시켜주려고 다시 확인해보니 하루 만에 12억원으로 호가를 올렸다""고 전했다.   ■토지거래허가제 보완없인 투기 반복   서울시가 신통기획 후보지 발표와 동시에 토지거래허가구역 지정과 건축허가제한 등 강력한 투기방지책을 마련했는데도 투자 수요가 몰린 건 제도적 맹점때문이다. 현행 부동산 거래신고 등에 관한 법률에는 토지거래허가구역이 지정되면 다음 날 공고하고, 그로부터 5일 뒤 효력이 발생한다고 명시돼 있다. 신통기획 재개발 후보지 발표와 토지거래허가구역 지정일이 지난해 12월 28일이다보니 지난 1일까지는 실거주와 관계없이 매수가 가능한 것이다. 반면, 2일부터는 토지거래허가 규제가 발효돼 개발 후보지 매물을 살 경우 실거주 2년 요건을 충족하지 못하면 향후 입주권을 받을 수 없다.   토지거래허가구역 지정과 발효까지 공백 문제는 지난해 1월 후보지를 선정한 1차 공공재개발 후보지와 지난해 4월 토지거래허가구역으로 묶인 압구정·여의도·목동·성수 등에서도 드러난 바 있다. 이에 오세훈 서울시장은 지난해 4월 29일 국토교통부에 토지거래허가구역 규제 발효시점을 '공고 후 즉시'로 수정해줄 것을 건의했다. 송석준 국민의힘 의원도 이를 보완하는 '부동산 거래신고 등에 관한 법률 개정안'을 대표 발의했지만, 국회 국토교통위원회 법안심사소위원회조차 상정되지 못했다.   법안통과가 늦어질 경우 지난해 말 공모를 시작한 2차 공공재개발을 비롯해 향후 개발 후보지나 규제지역마다 '5일의 공백'을 노린 막판 투기 수요 집중이 반복될 수 밖에 없다는 지적이다.   국토부 관계자는 ""부동산거래신고법의 보완 필요성에 대해 공감하고 있는 만큼, 조속히 논의될 수 있도록 노력하겠다""고 밝혔다.",https://n.news.naver.com/mnews/article/014/0004765374?sid=101
4,2022-01-03 17:31:01,"활기띠던 소규모 재건축, 자재비 오르자 줄줄이 ‘유찰’","활기를 띠던 소규모 재건축 사업이 최근들어 시공사를 찾지 못해 어려움을 겪고 있다. 여러 사업지에서 유찰이 발생하고 있으며, 건설사가 단 한곳만 입찰하는 경우도 빈번하다.3일 건설업계에 따르면 서울 영등포구 문래동 진주맨션 재건축조합은 지난달 27일 제2차 시공사 입찰을 마감했지만, 입찰한 곳이 없어 유찰됐다. 이 아파트는 작년 11월에도 1차 입찰을 진행했으나, 마감시한까지 참여한 시공사가 없어 유찰된 바 있다. 서울 시내 한 주택가 일대 모습/연합뉴스        조합 관계자는 “건설사들로부터 자재비가 오른 것을 감안하면 우리가 책정한 공사비가 너무 낮다는 말을 들었다”면서 “공사비를 조정해 1월에 다시 공고를 낼 예정”이라고 했다.진주맨션은 1984년에 지어진 160가구 규모 아파트로, 대지면적은 1만1188.10㎡다. 조합이 예정한 공사비는 1,2차 입찰 모두 878억원이었다. 재건축이 마무리되면 지하 3층~지상 21층 6개동, 324가구로 지어질 예정이다.지난해 6월 2차 시공사 입찰을 진행했던 영등포구 당산현대2차 소규모재건축사업도 시공사를 찾지 못했다. 두 달 전에 진행된 1차 입찰에서도 건설사가 참여하지 않아 이미 한 차례 유찰됐던 곳이다. 잇단 유찰 이후 조합은 수의계약으로 전환해 시공사를 찾고 있다.경쟁입찰이 이뤄지지 않은 경우도 많다. 지난 11월 2차 시공사 입찰을 마감한 고양시 세인아파트 소규모재건축정비사업(124가구)은 1차 입찰과 마찬가지로 동서건설이 단독 참여하면서 수의계약으로 전환됐다. 부산 한독아파트 소규모재건축사업(217가구)도 2차 시공사 입찰에 DL이앤씨만 참여해 수의계약 방식으로 전환됐다. 조합은 2월 총회 개최를 목표로 절차를 진행 중이다.건설업계는 시공사 선정이 어려운 이유로 공사비 부담을 꼽고 있다. 지난해부터 필수 자재인 철근을 필두로 목자재와 요소수를 비롯해 다양한 자재비가 오르고 있다. 철근의 경우 지난해 연초 1톤(t)당 70만원에서 5월 97만원으로 급등했고, 100만원에 가까운 가격을 유지하고 있다. 업계에서는 목자재와 요소수도 과거보다 2배, 5배씩 올랐다고 보고 있다.한 건설사 관계자는 “사업성을 판단하는 데는 규모뿐만 아니라 조합이 요구하는 주택 품질, 공사비 등 다양한 요소가 들어간다”면서 “그런데 최근 공사비가 많이 올랐고, 반면 조합들의 눈높이는 높아지고 있어 사업 참여가 어려워지는 사례가 종종 있다”고 언급했다.이은형 대한건설정책연구원은 “전반적으로 자재비가 많이 오른 상황이라 건설사 입장에서도 공사비 대비 수익률이 다소 악화됐을 것”이라면서 “대규모 사업장은 수익이 좀 더 많이 나는 만큼 일부 비용이라도 충당할 수 있는데, 소규모사업장은 이마저도 쉽지 않아 시공사를 구하기 쉽지 않을 수 있다”고 했다.",https://n.news.naver.com/mnews/article/366/0000784771?sid=101
5,2022-01-03 17:33:02,"""공인중개사, 매물 바닥면 상태까지 확인해야""···누수·균열은 제외","공인중개사법 시행령 개정안 공포·시행""탁상행정"" 업계 반발에 확인 대상 축소[서울경제] 공인중개사가 매물을 중개할 때 ‘바닥면’ 상태를 의무적으로 확인·설명하도록 하는 방안이 올해부터 본격적으로 시행된다. 정부는 당초 바닥면의 균열·누수 상태 등을 공인중개사가 확인·설명하도록 했으나 탁상행정이라는 공인중개 업계의 반발에 일부 완화했다.3일 국토교통부에 따르면 국토부는 지난달 31일 ‘공인중개사법 시행령 개정안’을 공포·시행했다. 개정안은 공인중개사의 손해배상 책임 보장 금액을 상향(중개법인 4억 원, 개업 공인중개사 2억 원)하고, 중개 대상물의 확인·설명서에 기존 벽면·도배 상태 외에 ‘바닥면의 상태’를 추가하는 내용 등을 담았다. 시행된 개정안은 지난해 9월 입법 예고했던 원안에 비해 일부 완화됐다. 국토부는 당초 공인중개사가 바닥면의 균열과 누수 여부, 위치 등을 확인해 중개 대상물 확인 설명서에 명시도록 했다. 이에 중개 업계에서는 현실을 모르는 ‘탁상행정’이라며 반발했다. 국토부 입법 예고 게시판에는 해당 개정안에 대한 171건의 반대 의견이 달리기도 했다. 중개사 A 씨는 “마감 처리된 장판이나 모노륨 같은 경우에 칼로 잘라서 확인해야 하느냐”며 “현실과 동떨어진 입법”이라고 비판했다.한국공인중개사협회도 국토부에 개정안에 대한 업계의 우려를 전달했다. 바닥면의 양호 또는 불량 상태를 확인할 수 있는 방법과 구체적인 판단 기준을 먼저 마련해야 한다는 것이다. 중개 대상물 확인·설명 의무를 지키지 않은 공인중개사는 6개월 업무 정지와 민사상 손해배상 책임 등 불이익을 받는다. 협회 관계자는 “바닥면 상태를 확인하려면 장롱 등 가구를 일일이 옮기고 장판을 뜯어야 하는 탓에 현장에서 제대로 이행될지 의문”이라며 “공인중개사마다 바닥면의 양호 또는 불량 상태를 판단할 수 있는 기준도 달라서 혼란이 예상된다”고 우려했다.국토부는 이 같은 업계 의견을 반영해 ‘공인중개사법 시행규칙’ 개정안을 추가로 마련하기로 했다. 이번 시행령 개정안은 공인중개사의 바닥면 상태 확인 사항으로 누수·균열과 같은 육안으로 확인하기 어려운 부분은 제외했다. 국토부 관계자는 “공인중개사가 바닥면 균열이나 누수를 눈으로 확인하기 쉽지 않다는 의견은 타당한 측면이 있다”며 “구체적인 확인 내용은 추가 협의를 거쳐 하위 법령인 시행규칙에 담을 예정”이라고 말했다.",https://n.news.naver.com/mnews/article/011/0004003793?sid=101
6,2022-01-04 17:49:53,HUG가 '대신 갚아준' 전세보증금 5000억원 돌파…미회수 금액도 6600억원,"박영순 의원 ""다주택자 비중 높아…특단 대책 필요"" 국토교통위원회 전체회의 2022.1.4/뉴스1 © News1 이승배 기자(서울=뉴스1) 박종홍 기자 = 지난해 주택도시보증공사(HUG)가 집주인 대신 세입자에게 돌려준 전세보증금(대위변제금액)이 5000억원을 넘어선 것으로 나타났다.4일 국회 국토교통위원회 소속 박영순 더불어민주당 의원이 HUG로부터 제출받은 자료에 따르면 지난해 전세보증금 반환보증 대위변제 금액은 5034억원으로 집계됐다. 대위변제금액은 2019년 2837억원, 2020년 4415억원 등으로 해마다 증가하는 추세다.HUG는 전세보증금반환보증 가입자들이 집주인으로부터 임대보증금을 돌려받지 못하는 경우 이를 대신 지급하고 임대인에게 구상권을 청구하고 있다. 해당 보증 건수는 2020년 17만9000여건에서 2021년 23만2000여건으로 증가했으며 보증 금액도 2020년 37조2000억원에서 2021년 51조5000억원으로 늘었다.대신 갚아준 금액 뿐만 아니라 회수하지 못한 금액도 급증한 것으로 나타났다. 2019년과 2020년 각각 1510억원, 3711억원이었던 미회수 금액은 지난해 6631억원에 이른 것으로 확인됐다.박영순 의원은 특히 다주택 집주인에 대한 특별 관리가 필요하다고 주장했다. 지난해 11월 기준 미회수 금액 6309억원 가운데 대위변제 3건 이상의 집중관리 대상 다주택 채무자로부터 발생한 미회수 금액이 4309억원으로 나타났다는 것이다.박영순 의원은 이날 국회 국토교통위원회 전체회의에서 ""보증사고가 너무 늘어나 특단의 대책이 필요하다""며 ""특히 악성 임대인으로 인한 보증보험 미가입자들의 피해는 더 클 것으로 예상되는 만큼 국토부 차원의 대책을 마련해야 한다""고 지적했다.노형욱 국토부 장관은 ""최근 보증보험 확대로 사고가 늘어나고 있다""며 ""수백 채의 집을 가진 나쁜 임대인 사례를 막기 위해 명단 공개를 포함한 악성 임대인 차단 대책이 추가적으로 필요하다""고 답했다.",https://n.news.naver.com/mnews/article/421/0005824772?sid=101
7,2022-01-04 17:50:01,"노량진 8구역, 재개발 '마지막 관문' 넘었다","관리처분인가…1077가구 건립조합 ""설계 변경후 이주·철거""'아크로' 398가구 일반 분양전용 84㎡ 입주권 값 18억대대출 힘들어 100% 현금 있어야가장 빠른 6·2구역 '이주 중''최대' 1구역은 건축심의 통과 서울 동작구 노량진뉴타운에서 규모가 가장 큰 1구역 일대. 재개발이 끝나면 새 아파트 2992가구가 들어선다.   연합뉴스서울 동작구 노량진뉴타운 재개발 사업이 속도를 내고 있다. 8구역이 재개발 사업의 ‘마지막 관문’으로 불리는 관리처분인가를 통과했다. 노량진뉴타운에서는 총 8개 구역에서 9000가구가 넘는 새 아파트가 들어선다. 입지가 뛰어나 인근 신길·흑석뉴타운과 함께 서울 서남권의 신흥 인기 주거지가 될 것으로 기대된다. 노량진8구역 관리처분인가 통과 서울 동작구 노량진뉴타운에서 규모가 가장 큰 1구역 일대. 재개발이 끝나면 새 아파트 2992가구가 들어선다.   연합뉴스4일 정비업계에 따르면 노량진8구역은 최근 관리처분인가를 받았다. 노량진뉴타운 8개 구역 가운데 6, 3구역에 이어 세 번째다. 최일성 노량진8구역재개발사업조합장은 “관리처분인가가 6일 공고되면 우선 단지의 설계 변경을 한 뒤 이주·철거 단계로 넘어갈 것”이라고 설명했다.8구역은 사업이 완료되면 지하 3층~지상 29층, 11개 동, 총 1007가구 규모 단지로 거듭난다. 일반분양은 398가구다. 2018년 시공사로 선정된 DL이앤씨는 하이엔드 브랜드 ‘아크로’를 적용할 예정이다.8구역은 2012년 조합 설립 이후 진행이 더뎠지만 지난해 조합 집행부가 교체되면서 사업에 속도가 붙었다. 최 조합장은 “재개발 사업을 추진한 지난 10년간 조합원의 50% 이상이 바뀌었다”며 “투자 목적으로 지분을 산 조합원들이 개발을 적극 지지해 추진동력을 얻을 수 있었다”고 했다.투기과열지구 내 재개발구역에서는 관리처분계획인가 이후 소유권 이전 등기일까지 조합원 지위 양도가 금지된다. 노후 주택을 사면 새 아파트를 받지 못하고 현금 청산된다는 얘기다. 하지만 8구역은 기준일(2018년 1월 24일)보다 이른 2018년 1월 17일에 사업시행인가를 신청해 지금 거래해도 조합원이 될 수 있다.현재 프리미엄(웃돈)은 10억원 넘게 붙었지만 매물이 많지 않다. 노량진동 J공인은 “전용면적 84㎡ 입주권을 받을 수 있는 주택이 현재 18억원대에 거래되고 있다”며 “감정평가액(8억원) 기준 약 10억원의 프리미엄이 붙은 셈”이라고 설명했다. 이어 “대출을 받기 어려워 사실상 100% 현금으로 매수해야 한다”고 덧붙였다. 9000가구 새 아파트촌으로 동작구 노량진·대방동 일대 8개 구역을 가진 노량진뉴타운은 개발이 끝나면 9078가구의 새 아파트가 들어선다. 2003년 2차 뉴타운지구로 지정됐지만 아직 완공된 곳이 한 군데도 없다. 2008년 글로벌 금융위기가 터진 것이 직격탄이었고, 토지 소유주들의 이해 관계가 복잡하게 얽혀 있는 것도 문제였다. 그러나 최근 몇 년간 서울 집값이 크게 오르면서 뛰어난 입지가 재조명받고 있다.사업이 가장 빠른 곳은 지난해 관리처분인가를 받아 현재 이주 중인 6구역(1월)과 2구역(3월)이다. 6구역은 지하 4층~지상 28층, 총 1499가구 규모로 조성된다. 2구역은 지하 4층~지상 29층, 총 421가구 단지로 지어진다. 3, 5구역도 지난해 2월 사업시행인가를 받으며 사업 속도가 붙었다. 노량진동 J공인 대표는 “5구역 내 전용 84㎡ 입주권을 신청할 수 있는 주택(대지 지분 42.9㎡)의 호가는 16억5000만원으로 프리미엄이 9억원에 달한다”고 설명했다.최근 건축 심의를 통과한 1구역은 지하 4층~지상 34층, 총 2992가구 규모로 조성된다. 사업 속도가 느리지만 규모가 가장 커 핵심 구역으로 꼽힌다. 현지 중개업소에 따르면 매물이 가장 저렴한 곳은 7구역이다. 노량진동 H공인은 “노량진역보다 장승배기역에 가까워 매물이 싸게 나오는 편”이라며 “전용 59㎡ 입주권을 신청할 수 있는 주택(대지 지분 36.3㎡)의 호가는 11억5000만원으로 프리미엄은 약 9억원”이라고 했다.노량진뉴타운은 흑석·신길뉴타운과 생활권을 공유할 수 있다. 교통망도 잘 확충돼 있다. 지하철 1·9호선 노량진역과 7호선 장승배기역을 도보로 이용할 수 있다. 차량으로 10분 이내에 올림픽대로, 강변북로, 남부순환로로 진입 가능하다. 서부경전철(서울대입구역~새절역)이 노량진역과 장승배기역에 정차하는 것도 호재다. 김제경 투미부동산컨설팅 소장은 “노량진뉴타운은 지하철을 통해 환승 없이 광화문·강남·여의도 등 3개의 중심업무지구에 도달할 수 있는 유일한 뉴타운”이라며 “시세는 인근 신길뉴타운보다 높고 흑석뉴타운을 바짝 따라가게 될 것”이라고 전망했다.",https://n.news.naver.com/mnews/article/015/0004649021?sid=101
8,2022-01-05 18:07:04,남북철도 동해선 강릉~제진 다시 잇는다,"111.74㎞ 구간 2027년 개통 목표  남북철도 유일한 단절 구간인 동해선 강릉~제진 철도건설사업이 첫삽을 뜬다.   국토교통부는 동해선 강릉~제진 철도건설사업 착공식을 개최했다고 5일 밝혔다. 이 사업은 강원도 강릉시 남강릉신호장부터 고성군 제진역간 111.74㎞를 연결한다. 총 사업비는 2조7406억원이 투입되며 오는 2027년 말 개통 목표다.   제진역은 2002년 남북 간 합의를 통해 2007년 북한의 감호역과 연결된 곳이다. 이 구간이 개통되면 한반도 통합 철도망의 가장 긴 축인 부산에서 나진까지 동해축이 완성된다. 또, 남북 철도망 연결을 넘어 유라시아 대륙철도망과 연결되고, 부산항을 기점으로 하는 대륙철도망이 구축된다.   철도가 개통되면 서울에서 제진까지 약 3시간 내, 부산에서 제진까지 3시간30분만에 이동이 가능할 것으로 예상된다.",https://n.news.naver.com/mnews/article/014/0004767494?sid=101
9,2022-01-05 18:08:03,한화건설 ‘포레나 포항 2차’ 이달 분양,"한화건설이 경북 포항시 북구에서 또 한번의 '포레나' 흥행 열풍을 이어간다.   5일 분양업계에 따르면 한화건설이 시공하고 삼도주택이 시행을 맡은 포항시 북구 홍해읍 학천리 '한화 포레나 포항 2차'(조감도)가 이달 분양에 나설 예정이다. 해당 단지는 지하 2층~지상 25층 6개동, 전 가구 전용면적 84㎡ 단일주택형으로 총 350가구로 이뤄진다.   한화 포레나 포항 2차는 지난 4월 포항 최다청약자가 몰린 '한화 포레나 포항'에 이어 KTX포항역세권 개발 지역에 공급하는 후속 단지다. 한화 포레나 포항은 1만1309개의 청약통장이 몰릴 만큼 인기를 끌어, 이번 분양 역시 수요자들의 높은 관심이 예상된다.   단지는 KTX 포항역을 인접하고 있는 만큼 우수한 교통망을 갖추고 있다. KTX 이용 시 동대구까지 30분대, 서울까지 2시간30분대로 이동이 가능하며, KTX 포항~수서역 노선 추진으로 서울 강남권 접근도 대폭 개선될 예정이다.   단지 앞에는 학림천이 위치해 수변의 쾌적함을 누릴 수있는 친환경 단지로 주거 만족도를 극대화 한다. 특히 포항시 북구는 비규제 지역으로 청약과 대출이 자유롭고 전매제한이 없어 투자 수요가 높을 것으로 예상된다.",https://n.news.naver.com/mnews/article/011/0004004715?sid=101
